run_name,cluster,budget_half,hypothesis,variant,seed,train_split_id,val_split_id,test_split_id,confirm_split_id,stage,commit,parent_checkpoint,config_path,results_dir,status,reproduced,retired,retirement_reason,summary_json,verification_json,verification_status,notes
hard_st_b_v2_controlsetclear_waitstate_memoryheavy_phase7_seed1307_p1,E,exploration,Auto-generated phase-7 ledger entry for hard_st_b_v2_controlsetclear_waitstate_memoryheavy_phase7.,hard_st_b_v2_controlsetclear_waitstate_memoryheavy_phase7,1307,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,scout,2270040,,configs/phase7/dev/hard_st_benchmark_b_v2_controlsetclear_waitstate_memoryheavy_phase7.yaml,results/phase7_dev/hard_st_b_v2_controlsetclear_waitstate_memoryheavy_phase7_seed1307_p1,completed,unknown,false,,results/phase7_dev/hard_st_b_v2_controlsetclear_waitstate_memoryheavy_phase7_seed1307_p1/summary.json,,unverified,"Auto-imported summary: overall=0.2637, route=0.0166, fq_acc=0.2701, fq_route=0.0000, fq_exit=19.16."
hard_st_b_v2_controlsticky_keepalive_setclearhybrid_seed1004_p1,E,exploration,Auto-generated phase-7 ledger entry for hard_st_b_v2_controlsticky_keepalive_setclearhybrid.,hard_st_b_v2_controlsticky_keepalive_setclearhybrid,1004,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,scout,2270040,,configs/phase7/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_setclearhybrid.yaml,results/phase7_dev/hard_st_b_v2_controlsticky_keepalive_setclearhybrid_seed1004_p1,completed,unknown,false,,results/phase7_dev/hard_st_b_v2_controlsticky_keepalive_setclearhybrid_seed1004_p1/summary.json,,unverified,"Auto-imported summary: overall=0.5054, route=0.3218, fq_acc=0.2622, fq_route=0.0000, fq_exit=21.46."
hard_st_b_v2_monotone_wait_direct_seed1305_p1,E,exploration,A direct monotone wait controller might discover later exits more easily than the current sticky keepalive path.,monotone-wait-direct,1305,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,scout,2270040,results/phase3_dev/hard_st_b_v2_keymem_payloadaux_oraclewarm/hard_st_best.pt,configs/phase7/dev/hard_st_benchmark_b_v2_monotone_wait_direct.yaml,results/phase7_dev/hard_st_b_v2_monotone_wait_direct_seed1305_p1,completed,no,false,,results/phase7_dev/hard_st_b_v2_monotone_wait_direct_seed1305_p1/summary.json,,unverified,"Completed scout stayed in the early-exit regime. Test overall=0.4236, route=0.1885, fq_acc=0.2450, fq_route=0.0000, fq_exit=5.06. The monotone/direct gate improved neither final-query timing nor route match."
hard_st_b_v2_monotone_wait_direct_seed1310_p1,E,exploration,Auto-generated phase-7 ledger entry for hard_st_b_v2_monotone_wait_direct.,hard_st_b_v2_monotone_wait_direct,1310,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,scout,2270040,,configs/phase7/dev/hard_st_benchmark_b_v2_monotone_wait_direct.yaml,results/phase7_dev/hard_st_b_v2_monotone_wait_direct_seed1310_p1,completed,unknown,false,,results/phase7_dev/hard_st_b_v2_monotone_wait_direct_seed1310_p1/summary.json,,unverified,"Auto-imported summary: overall=0.2465, route=0.0023, fq_acc=0.2478, fq_route=0.0000, fq_exit=50.61."
hard_st_b_v2_monotone_wait_direct_seed1310_rerun1,E,exploration,Auto-generated phase-7 ledger entry for hard_st_b_v2_monotone_wait_direct.,hard_st_b_v2_monotone_wait_direct,1310,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,rerun,2270040,,configs/phase7/dev/hard_st_benchmark_b_v2_monotone_wait_direct.yaml,results/phase7_dev/hard_st_b_v2_monotone_wait_direct_seed1310_rerun1,completed,yes,false,,results/phase7_dev/hard_st_b_v2_monotone_wait_direct_seed1310_rerun1/summary.json,,rerun_confirmed,"Auto-imported summary: overall=0.2465, route=0.0023, fq_acc=0.2478, fq_route=0.0000, fq_exit=50.61."
hard_st_b_v2_recurrent_waitact_curriculum_phase7_seed1309_p1,E,exploration,Auto-generated phase-7 ledger entry for hard_st_b_v2_recurrent_waitact_curriculum_phase7.,hard_st_b_v2_recurrent_waitact_curriculum_phase7,1309,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,scout,2270040,,configs/phase7/dev/hard_st_benchmark_b_v2_recurrent_waitact_curriculum_phase7.yaml,results/phase7_dev/hard_st_b_v2_recurrent_waitact_curriculum_phase7_seed1309_p1,completed,unknown,false,,results/phase7_dev/hard_st_b_v2_recurrent_waitact_curriculum_phase7_seed1309_p1/summary.json,,unverified,"Auto-imported summary: overall=0.4684, route=0.1797, fq_acc=0.2713, fq_route=0.0000, fq_exit=8.76."
hard_st_b_v2_router2_setclear_base_phase7_seed1308_p1,E,exploration,Auto-generated phase-7 ledger entry for hard_st_b_v2_router2_setclear_base_phase7.,hard_st_b_v2_router2_setclear_base_phase7,1308,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,scout,2270040,,configs/phase7/dev/hard_st_benchmark_b_v2_router2_setclear_base_phase7.yaml,results/phase7_dev/hard_st_b_v2_router2_setclear_base_phase7_seed1308_p1,completed,unknown,false,,results/phase7_dev/hard_st_b_v2_router2_setclear_base_phase7_seed1308_p1/summary.json,,unverified,"Auto-imported summary: overall=0.5146, route=0.3384, fq_acc=0.2671, fq_route=0.0000, fq_exit=19.44."
hard_st_b_v2_controlwaitact_releaseaux_phase7_seed1303_p1,F,exploration,Stronger release/control supervision may give the controlwaitact family a fairer tuned shot before retirement.,controlwaitact-releaseaux-phase7,1303,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,scout,2270040,results/phase3_dev/hard_st_b_v2_keymem_payloadaux_oraclewarm/hard_st_best.pt,configs/phase7/dev/hard_st_benchmark_b_v2_controlwaitact_releaseaux_phase7.yaml,results/phase7_dev/hard_st_b_v2_controlwaitact_releaseaux_phase7_seed1303_p1,completed,no,false,,results/phase7_dev/hard_st_b_v2_controlwaitact_releaseaux_phase7_seed1303_p1/summary.json,,unverified,"Completed scout remained an early-exit failure despite stronger release/control supervision: overall=0.4739, route=0.2288, fq_acc=0.2525, fq_route=0.0000, fq_exit=8.27, best_val=0.4742. This keeps the controlwaitact family on the negative side until the late-unlock variant reports."
hard_st_b_v2_controlwaitact_unlocklate_phase7_seed1304_p1,F,exploration,Unlocking the controller later may give controlwaitact a cleaner exploration phase before it learns the degenerate early-exit policy.,controlwaitact-unlocklate-phase7,1304,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,scout,2270040,results/phase3_dev/hard_st_b_v2_keymem_payloadaux_oraclewarm/hard_st_best.pt,configs/phase7/dev/hard_st_benchmark_b_v2_controlwaitact_unlocklate_phase7.yaml,results/phase7_dev/hard_st_b_v2_controlwaitact_unlocklate_phase7_seed1304_p1,completed,no,false,,results/phase7_dev/hard_st_b_v2_controlwaitact_unlocklate_phase7_seed1304_p1/summary.json,,unverified,"Completed scout was worse than the releaseaux variant: overall=0.4529, route=0.0876, fq_acc=0.2645, fq_route=0.0000, fq_exit=4.81, best_val=0.4449. The late-unlock schedule did not keep controlwaitact out of the early-exit basin."
hard_st_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_teacherdistill_finalquery_state_seed1705_p1,F,exploration,Final-query-only state distillation may preserve the useful late-route control signal without copying the whole teacher behavior.,teacherdistill-finalquery-state-from1302,1705,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,tuned,2ae7d68,results/phase7_dev/hard_st_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_seed1302_p1/hard_st_best.pt,configs/phase7/dev/hard_st_benchmark_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_teacherdistill_finalquery_state.yaml,results/phase7_dev/hard_st_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_teacherdistill_finalquery_state_seed1705_p1,completed,yes,false,,results/phase7_dev/hard_st_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_teacherdistill_finalquery_state_seed1705_p1/summary.json,results/phase7_dev/hard_st_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_teacherdistill_finalquery_state_seed1705_p1/artifacts/phase7_verify/verification.json,base_verified,"Focused final-query-only state distillation became the strongest teacher-transfer source from the medium direct branch: test overall=0.4225, route=0.4759, fq_acc=0.3135, fq_route=0.5655, fq_exit=98.67. It improved the control signal slightly over seed1702 while keeping the branch reproducible enough for downstream repair and ES rescue."
hard_st_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_teacherdistill_finalquery_state_seed1705_rerun1,F,exploration,Exact same-seed rerun checks whether the final-query-only teacher-transfer branch is reproducible before downstream repair or ES rescue.,teacherdistill-finalquery-state-from1302-rerun,1705,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,rerun,2ae7d68,results/phase7_dev/hard_st_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_seed1302_p1/hard_st_best.pt,configs/phase7/dev/hard_st_benchmark_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_teacherdistill_finalquery_state.yaml,results/phase7_dev/hard_st_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_teacherdistill_finalquery_state_seed1705_rerun1,completed,yes,false,,results/phase7_dev/hard_st_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_teacherdistill_finalquery_state_seed1705_rerun1/summary.json,results/phase7_dev/hard_st_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_teacherdistill_finalquery_state_seed1705_rerun1/artifacts/phase7_verify/verification.json,base_verified+rerun_confirmed,"Exact same-seed rerun matched seed1705 bit-for-bit on test: overall=0.4225, route=0.4759, fq_acc=0.3135, fq_route=0.5655, fq_exit=98.67. Independent verification also matched closely, making this the trusted teacher source for the later 1707-1711 follow-ups."
hard_st_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_teacherdistill_finalquery_state_source1305_seed1706_p1,F,exploration,"If the teacher-transfer signal is source-sensitive, repeating final-query state distillation from the stronger seed1305 source should shift the tradeoff.",teacherdistill-finalquery-state-from1305,1706,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,tuned,2ae7d68,results/phase7_dev/hard_st_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_seed1305_p1/hard_st_best.pt,configs/phase7/dev/hard_st_benchmark_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_teacherdistill_finalquery_state_source1305.yaml,results/phase7_dev/hard_st_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_teacherdistill_finalquery_state_source1305_seed1706_p1,completed,no,false,,results/phase7_dev/hard_st_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_teacherdistill_finalquery_state_source1305_seed1706_p1/summary.json,results/phase7_dev/hard_st_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_teacherdistill_finalquery_state_source1305_seed1706_p1/artifacts/phase7_verify/verification.json,base_verified,"Source1305 teacher transfer was similar but not clearly better than source1302: test overall=0.4294, route=0.4899, fq_acc=0.3015, fq_route=0.5809, fq_exit=99.81. This showed source sensitivity exists, but not enough to change the qualitative story on the teacher-only branch."
hard_st_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_teacherdistill_seed1702_p1,F,exploration,Teacher distillation from the medium direct branch may transfer durable late-route structure better than raw discovery.,teacherdistill-medium-direct,1702,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,scout,2ae7d68,results/phase7_dev/hard_st_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_seed1302_p1/hard_st_best.pt,configs/phase7/dev/hard_st_benchmark_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_teacherdistill.yaml,results/phase7_dev/hard_st_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_teacherdistill_seed1702_p1,completed,no,false,,results/phase7_dev/hard_st_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_teacherdistill_seed1702_p1/summary.json,,unverified,"Initial teacher-distill branch from the medium direct source reached test overall=0.4193, route=0.4704, fq_acc=0.3075, fq_route=0.5642, fq_exit=100.61. It transferred late-route structure, but only modestly and without a clear content win. No independent verify was run for the original because the exact rerun was used for verification."
hard_st_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_teacherdistill_seed1702_rerun1,F,exploration,Exact same-seed rerun checks whether the first teacher-distilled medium-source branch is reproducible before using it as a transfer source.,teacherdistill-medium-direct-rerun,1702,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001;confirm_seed=22001,rerun,2ae7d68,results/phase7_dev/hard_st_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_seed1302_p1/hard_st_best.pt,configs/phase7/dev/hard_st_benchmark_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_teacherdistill.yaml,results/phase7_dev/hard_st_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_teacherdistill_seed1702_rerun1,completed,yes,false,,results/phase7_dev/hard_st_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_teacherdistill_seed1702_rerun1/summary.json,results/phase7_dev/hard_st_b_v2_forceoracle_release_longerstrong_refine_memoryreadout_teacherdistill_seed1702_rerun1/artifacts/phase7_verify/verification.json,base_verified+rerun_confirmed,"Exact same-seed rerun matched seed1702 bit-for-bit on test: overall=0.4193, route=0.4704, fq_acc=0.3075, fq_route=0.5642, fq_exit=100.61. This established the medium-source teacher-distill branch as a real but modest control-transfer effect."
