run_name,cluster,budget_half,hypothesis,variant,seed,train_split_id,val_split_id,test_split_id,confirm_split_id,stage,commit,parent_checkpoint,teacher_source,teacher_channels,release_schedule,config_path,results_dir,status,reproduced,retired,retirement_reason,summary_json,verification_json,verification_status,notes
hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1827_p1,A,fruitful,"If selection by final-query route match really fixes the medium-teacher instability, a second seed should preserve the same route-faithful basin without relying on the old fq-accuracy selector.",medium_teacher_waitrelease_only_longrelease_selectroute,1827,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,tuned,9f14d85,,results/phase7_dev/hybrid_es_b_v2_forceoracle_teacherdistill_resume_from1703_seed1711_rerun1,route_action+wait_prob+release_prob,"scale 1.0->0.0 over 640 steps, stop at 704, select by fq route match",configs/phase8/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1827.yaml,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1827_p1,completed,,false,,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1827_p1/summary.json,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1827_p1/artifacts/phase8_verify/verification.json,base_verified,"Stopped early once the route-selected checkpoint was clearly locked in. Independent verify on the teacher-free selected checkpoint gives overall=0.2415, route=0.4837, fq_acc=0.2366, fq_route=0.9933, fq_exit=126.82. This reproduces the selectroute basin-entry effect on a second seed."
hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1828_p1,A,fruitful,"If selection by final-query route match really fixes the medium-teacher instability, nearby seeds should still reveal whether the route-faithful basin is genuinely common or only intermittent.",medium_teacher_waitrelease_only_longrelease_selectroute,1828,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,seed-panel,9f14d85,,results/phase7_dev/hybrid_es_b_v2_forceoracle_teacherdistill_resume_from1703_seed1711_rerun1,route_action+wait_prob+release_prob,"scale 1.0->0.0 over 640 steps, stop at 704, select by fq route match",configs/phase8/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1828.yaml,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1828_p1,completed,,false,,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1828_p1/summary.json,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1828_p1/artifacts/phase8_verify/verification.json,base_verified,"Stopped after the route-selected checkpoint was already behind the better seeds and the run had drifted badly. Independent verify still shows a real but weaker teacher-free basin: overall=0.2559, route=0.2861, fq_acc=0.2640, fq_route=0.5876, fq_exit=124.71."
hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1829_p1,A,fruitful,"If selection by final-query route match really fixes the medium-teacher instability, nearby seeds should still reveal whether the route-faithful basin is genuinely common or only intermittent.",medium_teacher_waitrelease_only_longrelease_selectroute,1829,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,seed-panel,9f14d85,,results/phase7_dev/hybrid_es_b_v2_forceoracle_teacherdistill_resume_from1703_seed1711_rerun1,route_action+wait_prob+release_prob,"scale 1.0->0.0 over 640 steps, stop at 704, select by fq route match",configs/phase8/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1829.yaml,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1829_p1,completed,,false,,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1829_p1/summary.json,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1829_p1/artifacts/phase8_verify/verification.json,base_verified,"Stopped once the run had clearly peaked and started drifting. Independent verify confirms a strong teacher-free route-faithful basin at overall=0.2604, route=0.4681, fq_acc=0.2600, fq_route=0.9405, fq_exit=123.37."
hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1830_p1,A,fruitful,The missing fifth seed for the selectroute panel is needed to decide whether medium-teacher basin entry is robust enough to promote.,medium_teacher_waitrelease_only_longrelease_selectroute,1830,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,seed-panel,9f14d85,,results/phase7_dev/hybrid_es_b_v2_forceoracle_teacherdistill_resume_from1703_seed1711_rerun1,route_action+wait_prob+release_prob,"scale 1.0->0.0 over 640 steps, stop at 704, select by fq route match",configs/phase8/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1830.yaml,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1830_p1,completed,,false,,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1830_p1/summary.json,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_medium_waitrelease_only_longrelease_selectroute_seed1830_p1/artifacts/phase8_verify/verification.json,base_verified,"Stopped once the fifth seed had clearly entered the route-faithful basin and then drifted. Independent verify confirms a real positive panel member at overall=0.2477, route=0.4225, fq_acc=0.2386, fq_route=0.8663, fq_exit=123.91."
hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_controlstate_only_anneal_seed1803_p1,B,fruitful,"If control-state targets alone are enough for basin entry, a strong keepalive teacher without wait/release channels should still create late-route structure.",keepalive_teacher_controlstate_only_anneal,1803,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,scout,9f14d85,,results/phase7_dev/hybrid_es_b_v2_controlsticky_keepalive_resume_from989_seed1201_p1,control_prob+control_state,"scale 1.0->0.0 over 512 steps, stop at 560",configs/phase8/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_teacher_keepalive_controlstate_only_anneal.yaml,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_controlstate_only_anneal_seed1803_p1,stopped_early,,false,controlstate_only_channel_negative,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_controlstate_only_anneal_seed1803_p1/summary.json,,partial_negative,"Stopped after val step 119 to reallocate budget. It stayed route-dead throughout: latest val overall=0.2563, fq_acc=0.2562, fq_route=0.0000, fq_exit=126.77."
hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_delayed_dropout_seed1865_p1,B,fruitful,"If the main failure mode in the strong-teacher wait/release branch is unstable release rather than missing teacher strength, delayed teacher dropout should preserve delayed-route structure longer and reduce the collapse-and-reentry pathology seen in earlier strong-teacher runs.",teacher_keepalive_waitrelease_only_delayed_dropout,1865,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,scout,9f14d85,,results/phase7_dev/hybrid_es_b_v2_controlsticky_keepalive_resume_from989_seed1201_p1,route_action+wait_prob+release_prob,"scale 1.0->0.0 over 512 steps with dropout 0.30->0.05 over 384, stop at 560",configs/phase8/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_delayed_dropout_seed1865.yaml,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_delayed_dropout_seed1865_p1,completed,retired_early,false,,,,unverified,"Strong-teacher delayed-dropout scout was stopped early at step 412 after producing the key saved checkpoint. Best validation remained step 119: overall=0.2559, fq_acc=0.2582, fq_route=0.9930, fq_exit=126.92. Later checkpoints drifted heavily, so the branch is being treated as a route-perfect basin-entry source rather than a stable final recipe."
hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc_seed1874_p1,B,fruitful,"If the 1865 branch is the right mechanism but still too unstable, combining long release, delayed dropout, and accuracy-based checkpoint selection should preserve the route-positive basin longer and make the strong-teacher entry line promotable.",teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc,1874,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,promoted,9f14d85,,results/phase7_dev/hybrid_es_b_v2_controlsticky_keepalive_resume_from989_seed1201_p1,route_action+wait_prob+release_prob,"scale 1.0->0.0 over 640, dropout 0.30->0.05 over 384, stop at 704, select by fq accuracy",configs/phase8/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc_seed1874.yaml,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc_seed1874_p1,completed,,false,,,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc_seed1874_p1/artifacts/phase8_verify/verification.json,confirm_verified,"Base overall=0.7907, fq_acc=0.5702, fq_route=0.9499, fq_exit=122.17. Full-locked fq_route=0.8850, fq_exit=116.22. Finalquery-heavy fq_route=0.8789."
hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc_seed1874_rerun1,B,fruitful,Exact same-seed rerun of the strongest phase-8 teacher-seeded basin-entry branch after the original run found a teacher-free high-route/high-content checkpoint.,teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc,1874,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,rerun,9f14d85,,results/phase7_dev/hybrid_es_b_v2_controlsticky_keepalive_resume_from989_seed1201_p1,wait_release_only,longrelease_delayed_dropout_selectacc,configs/phase8/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc_seed1874.yaml,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc_seed1874_rerun1,completed,,false,,,,partial_positive,"Exact rerun completed far enough to clear the reproducibility gate: it matched the original bit-for-bit through every shared validation checkpoint up to step 359, including the breakthrough step 335 metrics (overall=0.7788, fq_acc=0.5511, fq_route=0.9553, fq_exit=123.03)."
hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc_seed1878_p1,B,fruitful,"If the 1874 teacher-seeded basin-entry branch is a real recipe rather than a single lucky seed, nearby seeds under the same strong-teacher wait/release-only longrelease+delayed-dropout schedule should also find the basin.",teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc,1878,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,seed-panel,9f14d85,,results/phase7_dev/hybrid_es_b_v2_controlsticky_keepalive_resume_from989_seed1201_p1,wait_release_only,longrelease_delayed_dropout_selectacc,configs/phase8/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc_seed1878.yaml,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc_seed1878_p1,completed,,false,,,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc_seed1878_p1/artifacts/phase8_verify/verification.json,confirm_verified,"Base overall=0.6338, fq_acc=0.2567, fq_route=0.7995, fq_exit=119.21. Full-locked fq_route=0.7406, fq_exit=106.42. Finalquery-heavy fq_route=0.7594."
hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc_seed1879_p1,B,fruitful,"If the 1874 teacher-seeded basin-entry branch is robust beyond a single neighboring seed, another nearby seed under the same schedule should also show the delayed-route takeoff.",teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc,1879,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,seed-panel,9f14d85,,results/phase7_dev/hybrid_es_b_v2_controlsticky_keepalive_resume_from989_seed1201_p1,wait_release_only,longrelease_delayed_dropout_selectacc,configs/phase8/dev/hard_st_benchmark_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc_seed1879.yaml,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc_seed1879_p1,completed,,false,,,results/phase8_dev/hard_st_b_v2_controlsticky_keepalive_teacher_keepalive_waitrelease_only_longrelease_delayed_dropout_selectacc_seed1879_p1/artifacts/phase8_verify/verification.json,confirm_verified,"Base overall=0.2679, fq_acc=0.2640, fq_route=0.9078, fq_exit=123.63. Full-locked fq_route=0.9866, fq_exit=127.00. Finalquery-heavy fq_route=0.9877."
