run_name,cluster,bucket,source_family,seed,split_ids,status,commit,parent_checkpoint,route_anchor,content_teacher,memory_router_control_frozen,trainable_components,aux_or_distill_targets,result_summary,verification_status,retirement_reason,trainable_params,train_steps,wallclock_hours,gpu_count
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_base_seed18031_p1,B,mainline,1874,18031,base+full_locked+finalquery_heavy+longdistance,completed,a43e0e6,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,none,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,kv sidecar x4 from factorized_content_base,best_val dqf 0.9970/0.9484/121.97 ; full_locked dqf 0.9972/0.9374/120.81 ; finalquery_heavy dqf 0.9957/0.9486/122.06 ; longdistance dqf 0.9979/0.9383/151.78,hardslice_retired,confirm hard-slice gate failed versus 18011: lost late-route disagreements 1-2 and worsened late_wrong_content from 1 to 2; less bad than 18021 but still no rerun budget,3219344,640,0.10,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv8_base_seed18033_p1,B,mainline,1874,18033,base+full_locked+finalquery_heavy+longdistance,completed,d96240d,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,none,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,kv sidecar x8 from factorized_content_base,best_val dqf 0.9990/0.9325/120.42 ; full_locked dqf 0.9944/0.9337/120.36 ; finalquery_heavy dqf 0.9982/0.9265/119.96 ; longdistance dqf 0.9958/0.9439/152.44,hardslice_candidate,confirm hard-slice held versus 18011: late-route disagreements split 1-1 and late_wrong_content stayed flat at 1,3351440,640,0.11,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv8_base_seed18033_rerun1_p1,B,mainline,1874,18033,base+full_locked+finalquery_heavy+longdistance,completed,f3759de,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,none,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,kv sidecar x8 from factorized_content_base exact same-seed rerun,best_val dqf 0.9990/0.9325/120.42 ; full_locked dqf 0.9944/0.9337/120.36 ; finalquery_heavy dqf 0.9982/0.9265/119.96 ; longdistance dqf 0.9958/0.9439/152.44,rerun_clean_pending_locked_confirm,exact same-seed rerun matched the original 18033 summary slices exactly and clears the rerun gate into locked confirm,3351440,640,0.11,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv8_base_seed18033_confirm1,B,mainline,1874,18033,confirm_full_locked+confirm_finalquery_heavy+confirm_longdistance,completed,5bce9c8,results/phase15_dev/hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv8_base_seed18033_rerun1_p1/hard_st_best.pt,16045,none,yes,eval_only,phase15_verify locked confirmation sweep after rerun-clean 18033,full_locked overall/dqf 0.6527/0.2874/0.8850/116.22 ; finalquery_heavy 0.4430/0.2976/0.8789/115.56 ; longdistance 0.5260/0.3303/0.8868/145.62,confirm_ceiling_stable,locked confirm preserved the late-route regime but fell back to the old held-confirm content ceiling,3351440,,,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_contenthidden_base_seed18034_p1,B,mainline,1874,18034,base+full_locked+finalquery_heavy+longdistance,completed,1befe80,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,none,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,kv sidecar x4 from factorized_content_hidden,best_val dqf 0.9980/0.9374/120.84 ; full_locked dqf 0.9991/0.9365/121.10 ; finalquery_heavy dqf 0.9963/0.9375/121.16 ; longdistance dqf 0.9965/0.9522/153.31,hardslice_candidate,confirm hard-slice held versus 18011: won late-route disagreements 3-2 and reduced late_wrong_content from 3 to 2,3219344,640,0.10,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_contenthidden_base_seed18034_rerun1_p1,B,mainline,1874,18034,base+full_locked+finalquery_heavy+longdistance,completed,0b25f53,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,none,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,kv sidecar x4 from factorized_content_hidden exact same-seed rerun,best_val dqf 0.9980/0.9374/120.84 ; full_locked dqf 0.9991/0.9365/121.10 ; finalquery_heavy dqf 0.9963/0.9375/121.16 ; longdistance dqf 0.9965/0.9522/153.31,rerun_clean_pending_locked_confirm,exact same-seed rerun matched the original 18034 summary slices exactly and clears the rerun gate into locked confirm,3219344,640,0.10,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_contenthidden_base_seed18034_confirm1,B,mainline,1874,18034,confirm_full_locked+confirm_finalquery_heavy+confirm_longdistance,completed,6f09040,results/phase15_dev/hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_contenthidden_base_seed18034_rerun1_p1/hard_st_best.pt,16045,none,yes,eval_only,phase15_verify locked confirmation sweep after rerun-clean 18034,full_locked overall/dqf 0.6527/0.2874/0.8850/116.22 ; finalquery_heavy 0.4424/0.2968/0.8789/115.56 ; longdistance 0.5260/0.3303/0.8868/145.62,confirm_ceiling_stable,locked confirm preserved the late-route regime but fell back to the old held-confirm content ceiling,3219344,,,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_finalsink_base_seed18035_p1,B,mainline,1874,18035,base+full_locked+finalquery_heavy+longdistance,completed,d96240d,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,none,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,kv sidecar x4 from final_sink_state,best_val dqf 0.9970/0.9374/120.75 ; full_locked dqf 0.9991/0.9486/122.22 ; finalquery_heavy dqf 0.9982/0.9461/121.81 ; longdistance dqf 0.9965/0.9501/153.29,hardslice_candidate,confirm hard-slice held versus 18011: won late-route disagreements 3-1 and reduced late_wrong_content from 3 to 1,3219344,640,0.10,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_finalsink_base_seed18035_rerun1_p1,B,mainline,1874,18035,base+full_locked+finalquery_heavy+longdistance,completed,6f09040,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,none,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,kv sidecar x4 from final_sink_state exact same-seed rerun,best_val dqf 0.9970/0.9374/120.75 ; full_locked dqf 0.9991/0.9486/122.22 ; finalquery_heavy dqf 0.9982/0.9461/121.81 ; longdistance dqf 0.9965/0.9501/153.29,rerun_clean_pending_locked_confirm,exact same-seed rerun matched the original 18035 summary slices exactly and clears the rerun gate into locked confirm,3219344,640,0.10,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_finalsink_base_seed18035_confirm1,B,mainline,1874,18035,confirm_full_locked+confirm_finalquery_heavy+confirm_longdistance,completed,bdd4183,results/phase15_dev/hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_finalsink_base_seed18035_rerun1_p1/hard_st_best.pt,16045,none,yes,eval_only,phase15_verify locked confirmation sweep after rerun-clean 18035,full_locked overall/dqf 0.6527/0.2874/0.8850/116.22 ; finalquery_heavy 0.4427/0.2972/0.8789/115.56 ; longdistance 0.5260/0.3303/0.8868/145.62,confirm_ceiling_stable,locked confirm preserved the late-route regime but fell back to the old held-confirm content ceiling,3219344,,,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_trajectorybank_base_seed18036_p1,B,mainline,1874,18036,base+full_locked+finalquery_heavy+longdistance,completed,5bce9c8,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,none,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,kv sidecar x4 from trajectory_bank,best_val dqf 0.9990/0.9394/121.00 ; full_locked dqf 0.9953/0.9412/121.61 ; finalquery_heavy dqf 0.9976/0.9357/120.73 ; longdistance dqf 0.9986/0.9487/153.02,hardslice_candidate,confirm hard-slice held versus 18011: won late-route disagreements 3-1 and reduced late_wrong_content from 3 to 1,3219344,640,0.10,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_trajectorybank_base_seed18036_rerun1_p1,B,mainline,1874,18036,base+full_locked+finalquery_heavy+longdistance,completed,6f09040,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,none,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,kv sidecar x4 from trajectory_bank exact same-seed rerun,best_val dqf 0.9990/0.9394/121.00 ; full_locked dqf 0.9953/0.9412/121.61 ; finalquery_heavy dqf 0.9976/0.9357/120.73 ; longdistance dqf 0.9986/0.9487/153.02,rerun_clean_pending_locked_confirm,exact same-seed rerun matched the original 18036 summary slices exactly and clears the rerun gate into locked confirm,3219344,640,0.10,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_trajectorybank_base_seed18036_confirm1,B,mainline,1874,18036,confirm_full_locked+confirm_finalquery_heavy+confirm_longdistance,completed,bdd4183,results/phase15_dev/hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_trajectorybank_base_seed18036_rerun1_p1/hard_st_best.pt,16045,none,yes,eval_only,phase15_verify locked confirmation sweep after rerun-clean 18036,full_locked overall/dqf 0.6527/0.2874/0.8850/116.22 ; finalquery_heavy 0.4427/0.2972/0.8789/115.56 ; longdistance 0.5260/0.3303/0.8868/145.62,confirm_ceiling_stable,locked confirm preserved the late-route regime but fell back to the old held-confirm content ceiling,3219344,,,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv8_trajectorybank_base_seed18037_p1,B,mainline,1874,18037,base+full_locked+finalquery_heavy+longdistance,completed,d96240d,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,none,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,kv sidecar x8 from trajectory_bank,best_val dqf 0.9970/0.9146/118.68 ; full_locked dqf 0.9991/0.9402/121.40 ; finalquery_heavy dqf 0.9994/0.9382/121.28 ; longdistance dqf 0.9979/0.9508/153.23,hardslice_retired,confirm hard-slice gate failed versus 18011: lost late-route disagreements 1-2 and worsened late_wrong_content from 1 to 2,3351440,640,0.10,1
hard_st_b_v2_teacher1874_contentpath_resume16045_multislot2_independent_teacher16081_contentmse010_fqonly_seed18024_p1,C,training-contract,1874,18024,base+full_locked+finalquery_heavy+longdistance,completed,a43e0e6,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_slot+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 final_query_only,best_val dqf 0.9960/0.9434/121.60 ; full_locked dqf 0.9981/0.9384/121.25 ; finalquery_heavy dqf 0.9982/0.9461/121.86 ; longdistance dqf 0.9965/0.9473/152.69,hardslice_retired,confirm hard-slice gate failed versus 18011: lost late-route disagreements 1-3 and worsened late_wrong_content from 1 to 3 despite stronger all/dqf aggregate accuracy,3120272,640,0.16,1
hard_st_b_v2_teacher1874_contentpath_resume16045_multislot4_independent_teacher16081_contentmse010_fqonly_seed18025_p1,C,training-contract,1874,18025,base+full_locked+finalquery_heavy+longdistance,config_ready,d96240d,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_slot+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 final_query_only on 4-slot channel,,,,,3153296,640,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_sidecarkv4_teacher16081_contentmse010_fqonly_seed18032_p1,C,training-contract,1874,18032,base+full_locked+finalquery_heavy+longdistance,completed,a43e0e6,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 final_query_only,best_val dqf 1.0000/0.9454/121.84 ; full_locked dqf 0.9916/0.9365/121.47 ; finalquery_heavy dqf 0.9982/0.9492/122.00 ; longdistance dqf 0.9965/0.9369/151.48,hardslice_retired,confirm hard-slice gate failed versus 18011: lost late-route disagreements 1-3 and worsened late_wrong_content from 1 to 3,3219344,640,0.14,1
hard_st_b_v2_teacher1874_contentpath_resume16045_multislot2_independent_hardslice_fqhld_selectlexi_seed18041_p1,C,training-contract,1874,18041,base+full_locked+finalquery_heavy+longdistance,config_ready,a43e0e6,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,none,yes,factorized_content_proj+factorized_content_slot+factorized_bilinear+readout,hard-slice finalqueryheavy+longdistance selector on 2-slot channel,,,,,3120272,640,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_multislot2_independent_teacher16081_contentmse010_hardslice_fqhld_selectlexi_seed18042_p1,C,training-contract,1874,18042,base+full_locked+finalquery_heavy+longdistance,config_ready,a43e0e6,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_slot+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + hard-slice selector,,,,,3120272,640,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_multislot2_independent_payloadaux040_fqonly_seed18038_p1,C,training-contract,1874,18038,base+full_locked+finalquery_heavy+longdistance,config_ready,d96240d,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,none,yes,factorized_content_proj+factorized_content_slot+factorized_bilinear+factorized_payload_head+readout,payload aux 0.40 final_query_only on 2-slot channel,,,,,3120788,640,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_multislot2_independent_queryaux025_fqonly_seed18039_p1,C,training-contract,1874,18039,base+full_locked+finalquery_heavy+longdistance,config_ready,d96240d,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,none,yes,factorized_content_proj+factorized_content_slot+factorized_bilinear+factorized_query_head+readout,query aux 0.25 final_query_only on 2-slot channel,,,,,3120788,640,,1
hard_st_b_v2_teacher1874_contentpath_resume16045_multislot2_independent_protopull010_fqonly_seed18040_p1,C,training-contract,1874,18040,base+full_locked+finalquery_heavy+longdistance,config_ready,d96240d,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,none,yes,factorized_content_proj+factorized_content_slot+factorized_bilinear+readout,readout prototype pull 0.10 on 2-slot channel,,,,,3120272,640,,1
