run_name,cluster,budget_bucket,hypothesis,source_family,seed,split_ids,status,commit,parent_checkpoint,route_anchor,content_teacher,memory_router_control_frozen,trainable_components,aux_or_distill_targets,result_summary,verification_status,retirement_reason,trainable_params,train_steps,wallclock_hours,gpu_count
hard_st_b_v2_teacher1874_contentbranch_resume16045_dualanchor16081_contentmse020_seed17032_p1,B,main,Stronger dual-anchor content-hidden teaching tests whether route anchoring plus heavier content supervision beats labels alone,1874,17032,base+full_locked+finalquery_heavy+longdistance,completed,a4a12aa,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.20 + parameter_anchor(readout->16045),best_val dqf 0.9980/0.9394/121.33 ; full_locked dqf 0.9981/0.9402/121.26 ; finalquery_heavy dqf 0.9945/0.9339/120.96 ; longdistance dqf 0.9965/0.9473/152.86,retired_after_hardslice_gate,full_locked hard-slice against 17011 held late_wrong_content at 1 and split the only two late-relaxed disagreements 1-1; the heavier dual-anchor branch did not earn rerun budget over the stable baseline,2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_dualanchor16081_contentmse010_logits005_seed17033_p1,B,main,Dual-anchor hidden-state plus light content-logit distillation tests whether teacher targets should reach the final answer head,1874,17033,base+full_locked+finalquery_heavy+longdistance,completed,a4a12aa,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + logits_weight 0.05 + parameter_anchor(readout->16045),best_val dqf 0.9980/0.9345/120.42 ; full_locked dqf 0.9981/0.9393/121.34 ; finalquery_heavy dqf 0.9969/0.9430/121.69 ; longdistance dqf 0.9972/0.9515/153.33,retired_after_hardslice_gate,full_locked hard-slice against 17011 also held late_wrong_content at 1 and split the only two late-relaxed disagreements 1-1; the logits-augmented dual-anchor branch did not earn rerun budget over the stable baseline,2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_dualanchor16081_hardslice_fqhld_selectlexi_seed17034_p1,B,main,Add the proven hard-slice lexicographic selector to the dual-anchor family to test whether route anchoring plus mined late-content pressure beats plain dual-anchor training,1874,17034,base+full_locked+finalquery_heavy+longdistance,retired_after_hardslice_gate,14e514f,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + parameter_anchor(readout->16045) + aux finalqueryheavy/longdistance + lexicographic hard-slice selector,best_val dqf 0.9970/0.9364/120.77 ; full_locked dqf 0.9944/0.9318/120.92,hardslice_failed,late_relaxed disagreements lost 1-3 to 17011 and late_wrong_content worsened 1->3; no rerun budget,2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_dualanchor16081_contentmse020_hardslice_fqfld_selectgeo_seed17035_p1,B,main,Combine the heavier dual-anchor teacher with full_locked-aware mining and weighted-geomean selection to test whether the anchored family benefits from the strongest Cluster C selector,1874,17035,base+full_locked+finalquery_heavy+longdistance,retired_after_hardslice_gate,14e514f,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.20 + parameter_anchor(readout->16045) + aux full_locked/finalqueryheavy/longdistance + weighted_geomean selector,best_val dqf 0.9980/0.9374/121.43 ; full_locked dqf 0.9981/0.9468/121.79,hardslice_failed,late_relaxed disagreements lost 1-3 to 17011 and late_wrong_content worsened 1->3; no rerun budget,2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_dualanchor16081_payloadaux040_fqonly_seed17036_p1,B,main,Add the generator-known payload auxiliary to the dual-anchor family to test whether route anchoring plus a narrow content latent target beats teacher-only supervision,1874,17036,base+full_locked+finalquery_heavy+longdistance,retired_after_hardslice_gate,ce0082d,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_bilinear+factorized_payload_head+readout,teacher16081 factorized_content_weight 0.10 + parameter_anchor(readout->16045) + payload aux weight 0.40 final_query_only,best_val dqf 0.9921/0.9285/120.18 ; full_locked dqf 0.9991/0.9449/121.70,hardslice_tied_baseline,held late_wrong_content at 1 and split the only two late-relaxed disagreements 1-1 with 17011; not clearly better than baseline so no rerun budget,2115336,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_dualanchor16081_payloadaux040_hardslice_fqhld_selectlexi_seed17037_p1,B,main,"Combine dual-anchor teacher, payload auxiliary, and the hard-slice lexicographic selector to test the strongest route/content contract short of a sidecar path",1874,17037,base+full_locked+finalquery_heavy+longdistance,retired_after_hardslice_gate,fdd36bb,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_bilinear+factorized_payload_head+readout,teacher16081 factorized_content_weight 0.10 + parameter_anchor(readout->16045) + payload aux weight 0.40 final_query_only + aux finalqueryheavy/longdistance + lexicographic hard-slice selector,best_val dqf 0.9940/0.9474/121.76 ; full_locked dqf 0.9944/0.9458/122.03 ; finalquery_heavy dqf 0.9963/0.9486/122.28 ; longdistance dqf 0.9951/0.9487/152.90,hardslice_failed,hard-slice audit again lost 3 of 4 late-relaxed disagreements to 17011 and increased late_wrong_content from 1 to 3 despite a stable late-route summary,2115336,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_dualanchor16081_contentmse020_logits005_seed17038_p1,B,main,Heavier hidden-state teaching plus light content-logit distillation tests whether the anchored family wants both branch and answer-head teacher targets at once,1874,17038,base+full_locked+finalquery_heavy+longdistance,retired_after_hardslice_gate,ce0082d,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.20 + logits_weight 0.05 + parameter_anchor(readout->16045),best_val dqf 0.9960/0.9454/121.78 ; full_locked dqf 0.9953/0.9328/120.73,hardslice_failed,late_relaxed disagreements lost 1-3 to 17011 and late_wrong_content worsened 1->3; no rerun budget,2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_teacher16081_contentmse010_hardslice_fqhld_selectlexi_seed17041_p1,C,main,Teacher-first content-hidden distillation plus hard-slice mining may improve late-route wrong-content cases without moving route behavior,1874,17041,base+full_locked+finalquery_heavy+longdistance,completed,4571005,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + aux finalqueryheavy/longdistance + lexicographic hard-slice selector,best_val dqf 0.9970/0.9414/121.80 ; full_locked dqf 0.9953/0.9440/121.89 ; finalquery_heavy dqf 0.9969/0.9333/120.73 ; longdistance dqf 0.9986/0.9515/153.34,retired_after_locked_confirm,"hard-slice win and exact rerun both held, but locked confirm still fell back to test dqf 0.2874/0.8850/116.22 on full_locked and 0.2968/0.8789/115.56 on finalquery_heavy",2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_teacher16081_contentmse010_hardslice_fqhld_selectlexi_seed17041_rerun1,C,main,Exact same-seed rerun for the strongest hard-slice teacher-first candidate after it cleared the content-failure gate,1874,17041,base+full_locked+finalquery_heavy+longdistance,completed,4808f55,results/phase14_dev/20260326_012915_hard_st_benchmark_b_v2_teacher1874_contentbranch_resume16045_teacher16081_contentmse010_hardslice_fqhld_selectlexi/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + aux finalqueryheavy/longdistance + lexicographic hard-slice selector,best_val dqf 0.9970/0.9414/121.80 ; full_locked dqf 0.9953/0.9440/121.89 ; finalquery_heavy dqf 0.9969/0.9333/120.73 ; longdistance dqf 0.9986/0.9515/153.34,rerun_clean,exact rerun matched original 17041 exactly on all recorded DQF slices and promoted the branch into locked confirm,2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_teacher16081_contentmse010_fqonly_seed17024_rerun1,A,main,Exact same-seed rerun for the first teacher-first content-branch candidate to clear the promotion gate before confirm or panel,1874,17024,base+full_locked+finalquery_heavy+longdistance,completed,1122cff,results/phase14_dev/20260326_012507_hard_st_benchmark_b_v2_teacher1874_contentbranch_resume16045_teacher16081_contentmse010_fqonly/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 final_query_only,best_val dqf 0.9980/0.9404/121.23 ; full_locked dqf 0.9981/0.9346/120.62 ; finalquery_heavy dqf 0.9969/0.9424/121.35 ; longdistance dqf 0.9965/0.9453/152.74,rerun_clean_pending_locked_confirm,summary matches original 17024 exactly on all recorded DQF slices,2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_teacher16081_contentmse020_fqonly_seed17025_rerun1,A,main,Exact same-seed rerun for the stronger teacher-first candidate after the first rerun lane cleared cleanly,1874,17025,base+full_locked+finalquery_heavy+longdistance,completed,4808f55,results/phase14_dev/20260326_013415_hard_st_benchmark_b_v2_teacher1874_contentbranch_resume16045_teacher16081_contentmse020_fqonly/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.20 final_query_only,best_val dqf 0.9940/0.9265/120.26 ; full_locked dqf 0.9972/0.9393/121.01 ; finalquery_heavy dqf 0.9945/0.9467/121.81 ; longdistance dqf 0.9965/0.9466/152.62,rerun_clean,exact rerun matched original 17025 exactly on all recorded DQF slices and promoted the branch into locked confirm,2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_dualanchor16081_base_seed17031_rerun1,B,main,Exact same-seed rerun for the first dual-anchor candidate after it cleared the content-failure gate against 17011,1874,17031,base+full_locked+finalquery_heavy+longdistance,completed,6c2ba8a,results/phase14_dev/20260326_014731_hard_st_benchmark_b_v2_teacher1874_contentbranch_resume16045_dualanchor16081_base/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + parameter_anchor(readout->16045),best_val dqf 0.9950/0.9454/121.75 ; full_locked dqf 0.9972/0.9570/123.08 ; finalquery_heavy dqf 0.9969/0.9326/120.64 ; longdistance dqf 0.9986/0.9591/154.08,rerun_clean,exact rerun matched original 17031 exactly on all recorded DQF slices and promoted the branch into locked confirm,2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_teacher16081_contentmse020_hardslice_fqfld_selectgeo_seed17042_p1,C,main,Heavier content-hidden teaching with full_locked and hard-distance mining tests whether the held-confirm ceiling is supervision-limited,1874,17042,base+full_locked+finalquery_heavy+longdistance,completed,4571005,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.20 + aux full_locked/finalqueryheavy/longdistance + weighted_geomean selector,best_val dqf 0.9960/0.9434/121.91 ; full_locked dqf 0.9953/0.9421/121.42 ; finalquery_heavy dqf 0.9957/0.9339/121.01 ; longdistance dqf 0.9993/0.9369/151.52,retired_after_locked_confirm,"full_locked hard-slice against 17011 won all 3 late-relaxed disagreements and reduced late_wrong_content from 3 to 0; exact rerun matched exactly, but locked confirm still fell back to dqf 0.2874/0.8850/116.22 on full_locked and 0.2968/0.8789/115.56 on finalquery_heavy",2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_base_hardslice_fqhld_selectlexi_seed17043_p1,C,main,Hard-slice mining alone is the fair control for whether content gains require a teacher or only better slice targeting,1874,17043,base+full_locked+finalquery_heavy+longdistance,completed,4571005,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,none,yes,factorized_content_proj+factorized_bilinear+readout,aux finalqueryheavy/longdistance + lexicographic hard-slice selector,best_val dqf 0.9990/0.9464/121.60 ; full_locked dqf 0.9981/0.9477/122.01 ; finalquery_heavy dqf 0.9988/0.9461/121.84 ; longdistance dqf 0.9931/0.9425/152.70,retired_after_locked_confirm,"full_locked hard-slice against 17011 won all 3 late-relaxed disagreements and reduced late_wrong_content from 3 to 0; exact rerun matched exactly, but locked confirm still fell back to dqf 0.2874/0.8850/116.22 on full_locked and 0.2972/0.8789/115.56 on finalquery_heavy",2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_payloadaux040_hardslice_fqhld_selectlexi_seed17044_p1,C,main,Payload-aux plus hard-slice mining is the non-teacher content control against the 16081 teacher-first path,1874,17044,base+full_locked+finalquery_heavy+longdistance,completed,dbe506c,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,none,yes,factorized_content_proj+factorized_bilinear+factorized_payload_head+readout,payload aux weight 0.40 final_query_only + aux finalqueryheavy/longdistance + lexicographic hard-slice selector,best_val dqf 0.9971/0.9364/121.12 ; full_locked dqf 0.9963/0.9328/120.78 ; finalquery_heavy dqf 0.9957/0.9351/120.95 ; longdistance dqf 0.9986/0.9529/153.47,rerun_clean_secondary_no_confirm,"full_locked hard-slice against 17011 improved late_wrong_content from 2 to 1 and won 2 of 3 late-relaxed disagreements; exact rerun matched the original selected DQF slices exactly, but the branch remains tertiary behind 17042 and 17043 on decisive late-route route/exit balance and did not earn confirm budget",2115336,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_base_hardslice_fqhld_selectlexi_seed17043_rerun1,C,main,Exact same-seed rerun for the strongest no-teacher hard-slice candidate after it cleared the full_locked content-failure gate,1874,17043,base+full_locked+finalquery_heavy+longdistance,completed,dbe506c,results/phase14_dev/20260326_025608_hard_st_benchmark_b_v2_teacher1874_contentbranch_resume16045_base_hardslice_fqhld_selectlexi_seed17043_p1/hard_st_best.pt,16045,none,yes,factorized_content_proj+factorized_bilinear+readout,aux finalqueryheavy/longdistance + lexicographic hard-slice selector,best_val dqf 0.9990/0.9464/121.60 ; full_locked dqf 0.9981/0.9477/122.01 ; finalquery_heavy dqf 0.9988/0.9461/121.84 ; longdistance dqf 0.9931/0.9425/152.70,rerun_clean,exact rerun matched the original 17043 selected DQF slices exactly and cleared the promotion gate into locked confirm,2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_teacher16081_contentmse020_hardslice_fqfld_selectgeo_seed17042_rerun1,C,main,Exact same-seed rerun for the strongest teacher-backed secondary Cluster C candidate after it cleared the full_locked content-failure gate,1874,17042,base+full_locked+finalquery_heavy+longdistance,completed,dbe506c,results/phase14_dev/20260326_025434_hard_st_benchmark_b_v2_teacher1874_contentbranch_resume16045_teacher16081_contentmse020_hardslice_fqfld_selectgeo_seed17042_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.20 + aux full_locked/finalqueryheavy/longdistance + weighted_geomean selector,best_val dqf 0.9976/0.9434/121.91 ; full_locked dqf 0.9953/0.9421/121.42 ; finalquery_heavy dqf 0.9957/0.9339/121.01 ; longdistance dqf 0.9993/0.9369/151.52,rerun_clean,exact rerun matched the original 17042 selected DQF slices exactly and cleared the promotion gate into locked confirm,2114820,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_payloadaux040_hardslice_fqhld_selectlexi_seed17044_rerun1,C,main,Exact same-seed rerun for the payload-aux hard-slice branch after it showed a smaller but real late wrong-content improvement against 17011,1874,17044,base+full_locked+finalquery_heavy+longdistance,completed,dbe506c,results/phase14_dev/20260326_030836_hard_st_benchmark_b_v2_teacher1874_contentbranch_resume16045_payloadaux040_hardslice_fqhld_selectlexi_seed17044_p1/hard_st_best.pt,16045,none,yes,factorized_content_proj+factorized_bilinear+factorized_payload_head+readout,payload aux weight 0.40 final_query_only + aux finalqueryheavy/longdistance + lexicographic hard-slice selector,best_val dqf 0.9971/0.9364/121.12 ; full_locked dqf 0.9963/0.9328/120.78 ; finalquery_heavy dqf 0.9957/0.9351/120.95 ; longdistance dqf 0.9986/0.9529/153.47,rerun_clean_secondary_no_confirm,"exact rerun matched the original 17044 selected DQF slices exactly, but the branch remains tertiary behind 17042 and 17043 on the decisive late-route route/exit balance",2115336,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_sidecar_base_seed17061_p1,D,gated_architecture,"If branch-only supervision plateaus, a zero-init residual content sidecar may add content capacity without touching routing",1874,17061,base+full_locked+finalquery_heavy+longdistance,completed,b78ec43,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,none,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,zero-init residual sidecar from final_sink_state,best_val dqf 0.9990/0.9503/122.37 ; full_locked dqf 0.9963/0.9374/120.97 ; finalquery_heavy dqf 0.9963/0.9382/121.00 ; longdistance dqf 0.9965/0.9425/152.41,retired_after_hardslice_gate,summary stayed late-route and competitive but the full_locked hard-slice audit lost 3 of 4 late-relaxed disagreements to 17011 and increased late_wrong_content from 1 to 3,2148100,640,,1
hard_st_b_v2_teacher1874_contentbranch_resume16045_sidecar_teacher16081_contentmse010_seed17062_p1,D,gated_architecture,Teacher-guided sidecar tests whether extra content-only capacity helps only when a content teacher shapes the new branch,1874,17062,base+full_locked+finalquery_heavy+longdistance,completed,b78ec43,results/phase13_dev/hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_bridge_blend85_15051readout_15057extras_selectlocked_seed16045_p1/hard_st_best.pt,16045,16081,yes,factorized_content_proj+factorized_content_sidecar+factorized_bilinear+readout,teacher16081 factorized_content_weight 0.10 + zero-init residual sidecar from final_sink_state,best_val dqf 0.9950/0.9394/120.90 ; full_locked dqf 0.9944/0.9346/120.82 ; finalquery_heavy dqf 0.9963/0.9498/122.00 ; longdistance dqf 0.9965/0.9550/153.86,retired_after_hardslice_gate,teacher-guided sidecar preserved the late-route regime but matched the same 1-3 loss on late-relaxed hard-slice disagreements and also increased late_wrong_content from 1 to 3 versus 17011,2148100,640,,1
