run_name,cluster,hypothesis,variant,seed,train_split_id,val_split_id,test_split_id,confirm_split_id,stage,commit,parent_checkpoint,config_path,results_dir,status,reproduced,retired,retirement_reason,summary_json,verification_json,notes
hard_st_b_v2_router2_controlleronly_imitation_release_seed991_p1,D_alt_discovery,Controller-only imitation-release might stabilize discovery by isolating the routing module from content drift.,controlleronly_imitation_release,991,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,scout,61bd753,results/phase3_dev/hard_st_b_v2_keymem_payloadaux_oraclewarm/hard_st_best.pt,configs/phase6/dev/hard_st_benchmark_b_v2_router2_controlleronly_imitation_release.yaml,results/phase6_dev/hard_st_b_v2_router2_controlleronly_imitation_release_seed991_p1,completed,pending,false,,results/phase6_dev/hard_st_b_v2_router2_controlleronly_imitation_release_seed991_p1/summary.json,,"Weaker than full-model imitation-release: test overall=0.5124, route_match=0.3590, fq_acc=0.2373, fq_route=0.0, fq_exit=20.25. Longer controller-only release did not reproduce the D1 gain."
hard_st_b_v2_controlsetclear_waitstate_memoryheavy_seed990_p1,C_control_memory,Adding a recurrent wait-state on top of memoryheavy control should preserve and expose the long-lived wait signal better than control-state alone.,controlsetclear_waitstate_memoryheavy,990,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,scout,61bd753,results/phase3_dev/hard_st_b_v2_keymem_payloadaux_oraclewarm/hard_st_best.pt,configs/phase6/dev/hard_st_benchmark_b_v2_controlsetclear_waitstate_memoryheavy.yaml,results/phase6_dev/hard_st_b_v2_controlsetclear_waitstate_memoryheavy_seed990_p1,completed,pending,false,,results/phase6_dev/hard_st_b_v2_controlsetclear_waitstate_memoryheavy_seed990_p1/summary.json,,"Wait-state retention underperformed the simpler memoryheavy variant: test overall=0.5332, route_match=0.3815, fq_acc=0.2420, fq_route=0.0, fq_exit=22.00. Added wait-state did not convert the retained signal into a better final-query policy."
hard_st_b_v2_router2_forceoracle_release_seed990_rerun1,D_alt_discovery,Exact rerun of the first promising imitation-release discovery config before promotion.,forceoracle_release,990,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,rerun,61bd753,results/phase3_dev/hard_st_b_v2_keymem_payloadaux_oraclewarm/hard_st_best.pt,configs/phase6/dev/hard_st_benchmark_b_v2_router2_forceoracle_release.yaml,results/phase6_dev/hard_st_b_v2_router2_forceoracle_release_seed990_rerun1,completed,yes,false,,results/phase6_dev/hard_st_b_v2_router2_forceoracle_release_seed990_rerun1/summary.json,,"Exact same-seed rerun matched the original D1 discovery result: test overall=0.6406, route_match=0.5290, fq_acc=0.3229, fq_route=0.1096, fq_exit=74.96."
hard_st_b_v2_router2_forceoracle_release_longer_seed992_p1,D_alt_discovery,Longer imitation-release plus route-match selection might extend the useful final-query waiting policy beyond the original D1 schedule.,forceoracle_release_longer,992,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,local_tuning,61bd753,results/phase3_dev/hard_st_b_v2_keymem_payloadaux_oraclewarm/hard_st_best.pt,configs/phase6/dev/hard_st_benchmark_b_v2_router2_forceoracle_release_longer.yaml,results/phase6_dev/hard_st_b_v2_router2_forceoracle_release_longer_seed992_p1,completed,no,false,,results/phase6_dev/hard_st_b_v2_router2_forceoracle_release_longer_seed992_p1/summary.json,,"Tuned D variant regressed sharply: test overall=0.4512, route_match=0.2773, fq_acc=0.2393, fq_route=0.0, fq_exit=4.77. Longer release plus route-match selection did not preserve the D1 discovery effect."
hard_st_b_v2_controlwaitact_releasegate_curriculum_seed983_p1,B_factorized_wait,Direct release-gate supervision may stop the factorized WAIT/ACT controller from exiting too early on final-query cases.,controlwaitact_releasegate_curriculum,983,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,local_tuning,61bd753,results/phase3_dev/hard_st_b_v2_keymem_payloadaux_oraclewarm/hard_st_best.pt,configs/phase6/dev/hard_st_benchmark_b_v2_controlwaitact_releasegate_curriculum.yaml,results/phase6_dev/hard_st_b_v2_controlwaitact_releasegate_curriculum_seed983_p1,completed,no,false,,results/phase6_dev/hard_st_b_v2_controlwaitact_releasegate_curriculum_seed983_p1/summary.json,,"Partial B improvement only: test overall=0.6150, route_match=0.4463, delay_rate=0.6902, fq_acc=0.2735, fq_route=0.0, fq_exit=29.58. It pushes final-query cases later than the scout, but still fails to discover the correct final-query route."
hard_st_b_v2_controlwaitact_supervision_releaseaux_seed992_p1,F_objective_curriculum,Release-specific auxiliary supervision may help the factorized controller preserve a wait state and learn when to release.,controlwaitact_supervision_releaseaux,992,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,local_tuning,61bd753,results/phase3_dev/hard_st_b_v2_keymem_payloadaux_oraclewarm/hard_st_best.pt,configs/phase6/dev/hard_st_benchmark_b_v2_controlwaitact_supervision_releaseaux.yaml,results/phase6_dev/hard_st_b_v2_controlwaitact_supervision_releaseaux_seed992_p1,completed,no,false,,results/phase6_dev/hard_st_b_v2_controlwaitact_supervision_releaseaux_seed992_p1/summary.json,,"Release auxiliary alone stayed weak: test overall=0.4524, route_match=0.1770, delay_rate=0.3632, fq_acc=0.2590, fq_route=0.0, fq_exit=1.84. It did not stop the factorized controller from immediately dumping final-query cases."
hard_st_b_v2_controlsetclear_memoryheavy_exitselect_seed986_p1,C_control_memory,Selecting on final-query exit time and keeping the memoryheavy control path may push retained control state into a later and more useful release policy.,controlsetclear_memoryheavy_exitselect,986,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,local_tuning,61bd753,results/phase3_dev/hard_st_b_v2_keymem_payloadaux_oraclewarm/hard_st_best.pt,configs/phase6/dev/hard_st_benchmark_b_v2_controlsetclear_memoryheavy_exitselect.yaml,results/phase6_dev/hard_st_b_v2_controlsetclear_memoryheavy_exitselect_seed986_p1,completed,pending,false,,results/phase6_dev/hard_st_b_v2_controlsetclear_memoryheavy_exitselect_seed986_p1/summary.json,,"Best C tuning result so far on final-query routing: test overall=0.5902, route_match=0.6006, delay_rate=0.7094, fq_acc=0.2420, fq_route=0.1979, fq_exit=53.73. It still misses on task accuracy, but exit-time selection finally produced non-trivial final-query route discovery."
hard_st_b_v2_weak_es_content_refine_memoryreadout_seed971_p1,A_recovery,"Limiting weak-basin content refinement to memory, packet adapter, and readout may preserve the rescued route while improving task quality more efficiently than refining the whole content stack.",freeze-routing_refine-memoryreadout,971,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,local_tuning,61bd753,results/phase6_anchor/hybrid_es_b_v2_control_router2_setclear_oraclecontrol_resume_from947_seed951_rerun1/hybrid_es_best.pt,configs/phase6/dev/hard_st_benchmark_b_v2_weak_es_content_refine_memoryreadout.yaml,results/phase6_dev/hard_st_b_v2_weak_es_content_refine_memoryreadout_seed971_p1,completed,pending,false,,results/phase6_dev/hard_st_b_v2_weak_es_content_refine_memoryreadout_seed971_p1/summary.json,,"Memory/readout-only recovery stayed useful but clearly below refine-all: test overall=0.7842, route_match=0.7090, fq_acc=0.6243, fq_route=0.4973, fq_exit=95.70. Weak-basin rescue still appears to need more than memory/readout alone."
hard_st_b_v2_controlwaitact_supervision_unlocklate_seed993_p1,B_factorized_wait,Longer EXIT masking and slower route-release decay may convert the later final-query waiting behavior into real route discovery for the factorized controller.,controlwaitact_supervision_unlocklate,993,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,local_tuning,61bd753,results/phase3_dev/hard_st_b_v2_keymem_payloadaux_oraclewarm/hard_st_best.pt,configs/phase6/dev/hard_st_benchmark_b_v2_controlwaitact_supervision_unlocklate.yaml,results/phase6_dev/hard_st_b_v2_controlwaitact_supervision_unlocklate_seed993_p1,completed,no,false,,results/phase6_dev/hard_st_b_v2_controlwaitact_supervision_unlocklate_seed993_p1/summary.json,,"Unlock-late was negative: test overall=0.4678, route_match=0.2009, fq_acc=0.2635, fq_route=0.0, fq_exit=6.62. Longer exit masks did not turn the factorized controller's later waiting into final-query route discovery."
hard_st_b_v2_weak_es_content_refine_sinkcore_seed973_p1,A_recovery,Re-opening the packet/state core along with memory and readout may recover most of refine-all performance while still freezing routing after ES rescue.,freeze-routing_refine-sinkcore,973,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,local_tuning,61bd753,results/phase6_anchor/hybrid_es_b_v2_control_router2_setclear_oraclecontrol_resume_from947_seed951_rerun1/hybrid_es_best.pt,configs/phase6/dev/hard_st_benchmark_b_v2_weak_es_content_refine_sinkcore.yaml,results/phase6_dev/hard_st_b_v2_weak_es_content_refine_sinkcore_seed973_p1,completed,pending,false,,results/phase6_dev/hard_st_b_v2_weak_es_content_refine_sinkcore_seed973_p1/summary.json,,"Best A local-tuning result so far: test overall=0.9274, route_match=0.8981, fq_acc=0.8777, fq_route=0.8369, fq_exit=116.85. Stronger than memory/readout and slightly ahead of refine-all on this seed, so it needs an exact rerun before promotion."
hard_st_b_v2_controlsetclear_memoryheavy_exitselect_seed986_rerun1,C_control_memory,Exact rerun of the first C variant with non-trivial final-query route discovery before deciding on promotion.,controlsetclear_memoryheavy_exitselect,986,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,rerun,61bd753,results/phase3_dev/hard_st_b_v2_keymem_payloadaux_oraclewarm/hard_st_best.pt,configs/phase6/dev/hard_st_benchmark_b_v2_controlsetclear_memoryheavy_exitselect.yaml,results/phase6_dev/hard_st_b_v2_controlsetclear_memoryheavy_exitselect_seed986_rerun1,completed,yes,false,,results/phase6_dev/hard_st_b_v2_controlsetclear_memoryheavy_exitselect_seed986_rerun1/summary.json,,"Exact rerun matched the original C result numerically: test overall=0.5902, route_match=0.6006, fq_acc=0.2420, fq_route=0.1979, fq_exit=53.73. This family is real enough to promote as a retention/control candidate, even though task accuracy is still poor."
hard_st_b_v2_weak_es_content_refine_sinkcore_seed973_rerun1,A_recovery,Exact rerun of the strongest weak-basin sinkcore refinement before promotion to seed panels and confirmation.,freeze-routing_refine-sinkcore,973,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,rerun,61bd753,results/phase6_anchor/hybrid_es_b_v2_control_router2_setclear_oraclecontrol_resume_from947_seed951_rerun1/hybrid_es_best.pt,configs/phase6/dev/hard_st_benchmark_b_v2_weak_es_content_refine_sinkcore.yaml,results/phase6_dev/hard_st_b_v2_weak_es_content_refine_sinkcore_seed973_rerun1,completed,yes,false,,results/phase6_dev/hard_st_b_v2_weak_es_content_refine_sinkcore_seed973_rerun1/summary.json,,"Exact rerun matched p1 numerically: test overall=0.9274, route_match=0.8981, fq_acc=0.8777, fq_route=0.8369, fq_exit=116.85. Sinkcore is now a verified promoted A candidate alongside refine-all."
hard_st_b_v2_router2_forceoracle_release_exitselect_seed993_p1,D_alt_discovery,Selecting on final-query exit time while keeping the best imitation-release discovery schedule may convert the D1 partial discovery effect into a later and more correct release policy.,forceoracle_release_exitselect,993,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,local_tuning,61bd753,results/phase3_dev/hard_st_b_v2_keymem_payloadaux_oraclewarm/hard_st_best.pt,configs/phase6/dev/hard_st_benchmark_b_v2_router2_forceoracle_release_exitselect.yaml,results/phase6_dev/hard_st_b_v2_router2_forceoracle_release_exitselect_seed993_p1,completed,no,false,,results/phase6_dev/hard_st_b_v2_router2_forceoracle_release_exitselect_seed993_p1/summary.json,,"Exit-time selection did not preserve the D1 discovery effect: test overall=0.6351, route_match=0.5046, fq_acc=0.2607, fq_route=0.0, fq_exit=33.91. It retained aggregate delay behavior but collapsed back to premature final-query release."
hard_st_b_v2_controlwaitact_supervision_controlonly_seed994_p1,F_objective_curriculum,Supervising only the persistent control target may stabilize the factorized wait controller better than heavier route or release losses that overfit the full oracle route.,controlwaitact_supervision_controlonly,994,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,local_tuning,61bd753,results/phase3_dev/hard_st_b_v2_keymem_payloadaux_oraclewarm/hard_st_best.pt,configs/phase6/dev/hard_st_benchmark_b_v2_controlwaitact_supervision_controlonly.yaml,results/phase6_dev/hard_st_b_v2_controlwaitact_supervision_controlonly_seed994_p1,completed,no,false,,results/phase6_dev/hard_st_b_v2_controlwaitact_supervision_controlonly_seed994_p1/summary.json,,"Control-only supervision stayed in the same weak regime as the other F variants: test overall=0.4680, route_match=0.2075, fq_acc=0.2630, fq_route=0.0, fq_exit=6.27. It did not convert the factorized controller's aggregate delay behavior into a correct final-query release policy."
hard_st_b_v2_recurrent_waitact_curriculum_seed982_p1,B_factorized_wait,Adding a dedicated recurrent control cell to the wait/act controller may preserve a discoverable wait policy longer than the flat factorized controller variants.,recurrent_waitact_curriculum,982,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,scout,61bd753,results/phase3_dev/hard_st_b_v2_keymem_payloadaux_oraclewarm/hard_st_best.pt,configs/phase6/dev/hard_st_benchmark_b_v2_recurrent_waitact_curriculum.yaml,results/phase6_dev/hard_st_b_v2_recurrent_waitact_curriculum_seed982_p1,completed,no,false,,results/phase6_dev/hard_st_b_v2_recurrent_waitact_curriculum_seed982_p1/summary.json,,"Recurrent control cell stayed negative on the key metric: test overall=0.4978, route_match=0.2864, fq_acc=0.2610, fq_route=0.0, fq_exit=16.22. It delays more than immediate-exit collapse but still fails to discover the final-query route."
hard_st_b_v2_controlsticky_memoryheavy_seed984_p1,C_control_memory,Sticky control state plus larger packet memory may preserve the needs_final_query signal more durably than the set/clear memoryheavy variants.,controlsticky_memoryheavy,984,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,scout,61bd753,results/phase3_dev/hard_st_b_v2_keymem_payloadaux_oraclewarm/hard_st_best.pt,configs/phase6/dev/hard_st_benchmark_b_v2_controlsticky_memoryheavy.yaml,results/phase6_dev/hard_st_b_v2_controlsticky_memoryheavy_seed984_p1,completed,no,false,,results/phase6_dev/hard_st_b_v2_controlsticky_memoryheavy_seed984_p1/summary.json,,"Sticky control without exit-time tuning was weaker than the set/clear family: test overall=0.5446, route_match=0.4043, fq_acc=0.2320, fq_route=0.0, fq_exit=23.55. It delays more than immediate collapse, but does not discover the final-query route."
hard_st_b_v2_waitact_setclear_curriculum_seed980_p1,B_factorized_wait,Moving the set/clear mechanism into a simpler wait/act controller may clarify whether the control-state abstraction helps even without the heavier controlwaitact routing stack.,waitact_setclear_curriculum,980,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,scout,61bd753,results/phase3_dev/hard_st_b_v2_keymem_payloadaux_oraclewarm/hard_st_best.pt,configs/phase6/dev/hard_st_benchmark_b_v2_waitact_setclear_curriculum.yaml,results/phase6_dev/hard_st_b_v2_waitact_setclear_curriculum_seed980_p1,completed,no,false,,results/phase6_dev/hard_st_b_v2_waitact_setclear_curriculum_seed980_p1/summary.json,,"Final unrun B scaffold was also negative: test overall=0.4929, route_match=0.3293, fq_acc=0.2440, fq_route=0.0, fq_exit=14.77. This closes the initial B-family sweep with no variant achieving non-trivial final-query route discovery."
hard_st_b_v2_controlsticky_keepalive_seed989_p1,C_control_memory,Adding extra control-input scale and a more persistent write bias may turn sticky-control memory into a usable long-horizon keepalive signal.,controlsticky_keepalive,989,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,local_tuning,61bd753,results/phase3_dev/hard_st_b_v2_keymem_payloadaux_oraclewarm/hard_st_best.pt,configs/phase6/dev/hard_st_benchmark_b_v2_controlsticky_keepalive.yaml,results/phase6_dev/hard_st_b_v2_controlsticky_keepalive_seed989_p1,completed,pending,false,,results/phase6_dev/hard_st_b_v2_controlsticky_keepalive_seed989_p1/summary.json,,"Best sticky-control result so far and the first sticky variant with real final-query routing: test overall=0.5472, route_match=0.5960, fq_acc=0.3349, fq_route=0.4472, fq_exit=93.57, delay_rate=0.8287. Task accuracy is still modest, but keepalive clearly changed the long-horizon control behavior and deserves an exact rerun."
hard_st_b_v2_finalqueryonly_controller_pretrain_seed988_p1,D_alt_discovery,Pretraining the controller on final-query-only cases may isolate the discovery problem enough to learn a reusable wait-until-query policy before returning to the mixed benchmark.,finalqueryonly_controller_pretrain,988,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,scout,61bd753,results/phase3_dev/hard_st_b_v2_keymem_payloadaux_oraclewarm/hard_st_best.pt,configs/phase6/dev/hard_st_benchmark_b_v2_finalqueryonly_controller_pretrain.yaml,results/phase6_dev/hard_st_b_v2_finalqueryonly_controller_pretrain_seed988_p1,completed,no,false,,results/phase6_dev/hard_st_b_v2_finalqueryonly_controller_pretrain_seed988_p1/summary.json,,"Finalquery-only controller pretraining was a decisive negative: test overall=0.2396, route_match=0.0, fq_acc=0.2396, fq_route=0.0, fq_exit=3.49. Isolating the mode alone did not teach a reusable wait-until-query policy."
hard_st_b_v2_weak_es_content_refine_adapter_seed972_p1,A_recovery,Adapter-only weak-basin refinement may preserve the rescued route while giving a cheaper and potentially more stable recovery path than refine-all or sinkcore.,freeze-routing_refine-adapter,972,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,scout,61bd753,results/phase6_anchor/hybrid_es_b_v2_control_router2_setclear_oraclecontrol_resume_from947_seed951_rerun1/hybrid_es_best.pt,configs/phase6/dev/hard_st_benchmark_b_v2_weak_es_content_refine_adapter.yaml,results/phase6_dev/hard_st_b_v2_weak_es_content_refine_adapter_seed972_p1,completed,pending,false,,results/phase6_dev/hard_st_b_v2_weak_es_content_refine_adapter_seed972_p1/summary.json,,"Adapter-only recovery was useful but not a new A leader: test overall=0.7555, route_match=0.6803, fq_acc=0.5642, fq_route=0.4352, fq_exit=90.90. It recovers the weak basin substantially, but remains below memory/readout, refine-all, and sinkcore."
hard_st_b_v2_controlsticky_keepalive_seed989_rerun1,C_control_memory,Exact rerun of the first sticky-control keepalive result before promotion or confirmation.,controlsticky_keepalive,989,train_seed=11,val_seed=101,test_seed=1001,confirm_seed=21001,rerun,61bd753,results/phase3_dev/hard_st_b_v2_keymem_payloadaux_oraclewarm/hard_st_best.pt,configs/phase6/dev/hard_st_benchmark_b_v2_controlsticky_keepalive.yaml,results/phase6_dev/hard_st_b_v2_controlsticky_keepalive_seed989_rerun1,completed,yes,false,,results/phase6_dev/hard_st_b_v2_controlsticky_keepalive_seed989_rerun1/summary.json,,"Exact rerun matched the original keepalive result numerically: test overall=0.5472, route_match=0.5960, fq_acc=0.3349, fq_route=0.4472, fq_exit=93.57. Sticky keepalive is now a verified C candidate rather than a one-off."
