run_name,cluster,half,hypothesis,source_family,seed,split_ids,status,commit,parent_checkpoint,frozen_views,trajectory_bank,route_trace_features,memory_router_control_frozen,trainable_components,content_teacher_or_distill,es_stage,result_summary,verification_status,retirement_reason,trainable_params,train_steps,wallclock_hours,gpu_count
hard_st_b_v2_teacher1201_temporalwindow_sparse_24_72_seed15042_p1,C,fruitful,Sparse temporal samples underperform contiguous 24..72 slab on 1201,1201,15042,base+full_locked+finalquery_heavy+longdistance,scout_complete,fb7ff27,,sink_sparse_24_72,yes,no_route_control,yes,temporal_bank_reader,no,none,val overall=0.6177 fq_acc=0.2860 fq_route=0.7706 fq_exit=123.83; confirm full_locked=0.1074/0.2206/0.9853/126.12 finalquery_heavy=0.1706/0.2151/0.9865/126.30 longdistance=0.1631/0.2305/0.9853/158.06,confirm_complete,,38081,,1,
hard_st_b_v2_teacher1201_temporalwindow_half_24_48_seed15043_p1,C,fruitful,First-half 1201 slab tests whether the 24..72 clue decomposes into a weaker early segment,1201,15043,base+full_locked+finalquery_heavy+longdistance,scout_complete,55ea9f5,,sink_half_window_24_48,yes,exit_time+route_histogram,yes,temporal_bank_reader,no,none,val overall=0.5981 fq_acc=0.2681 fq_route=0.7795 fq_exit=123.85,pending,,38081,,1,
hard_st_b_v2_teacher1201_temporalwindow_half_48_72_seed15044_p1,C,fruitful,Second-half 1201 slab tests whether late contiguous signal dominates the earlier half,1201,15044,base+full_locked+finalquery_heavy+longdistance,scout_complete,55ea9f5,,sink_half_window_48_72,yes,exit_time+route_histogram,yes,temporal_bank_reader,no,none,val overall=0.5947 fq_acc=0.2572 fq_route=0.7686 fq_exit=123.62,pending,,38081,,1,
hard_st_b_v2_teacher1201_temporalwindow_overlap_36_72_seed15045_p1,C,fruitful,Overlap-only 1201 slab is a negative control against exact full contiguous span,1201,15045,base+full_locked+finalquery_heavy+longdistance,scout_complete,66698db,,sink_overlap_window_36_72,yes,exit_time+route_histogram,yes,temporal_bank_reader,no,none,base overall=0.2568 fq_acc=0.2667 fq_route=0.7754 fq_exit=123.80; val overall=0.2559 fq_acc=0.2582 fq_route=0.7815 fq_exit=124.01,base_verify_complete,"Overlap-only 1201 slab stayed far below sparse 15042 and the older 13411 boundary, so the contiguous-window clue does not generalize as an overlap-only effect.",,,,1
hard_st_b_v2_teacher1874_temporalwindow_contiguous_exit_12_seed15046_p1,C,fruitful,Contiguous exit-anchored sink slab tests whether the 1201 contiguous-window clue transfers to strong 1874,1874,15046,base+full_locked+finalquery_heavy,scout_complete,66698db,,exit_anchored_sink_window_w12,yes,exit_time+route_histogram,yes,temporal_bank_reader,no,none,base overall=0.8809 fq_acc=0.7553 fq_route=0.9566 fq_exit=122.87; val overall=0.8569 fq_acc=0.7090 fq_route=0.9305 fq_exit=120.29,base_verify_complete,,,,,1
hard_st_b_v2_teacher1821_temporalwindow_sparse_exit_12_seed15047_p1,C,fruitful,Sparse exit-anchored 1821 bank provides a portability control against contiguous-slab readers,1821,15047,base+full_locked+finalquery_heavy,scout_complete,4fbfaed,,exit_anchored_sink_sparse_window,yes,exit_time+delay_fraction,yes,temporal_bank_reader,no,none,val overall=0.6240 fq_acc=0.2781 fq_route=0.9275 fq_exit=122.57; base overall=0.6370 fq_acc=0.2894 fq_route=0.9245 fq_exit=123.02,pending,,,,1,
hard_st_b_v2_teacher1874_temporalwindow_sparse_exit_12_seed15048_p1,C,fruitful,Matched sparse exit-anchored 1874 sink bank tests whether contiguous exit slabs really beat sparse sampling on the strong source,1874,15048,base+full_locked+finalquery_heavy,scout_complete,,,exit_anchored_sink_sparse_window_w12,yes,exit_time+route_histogram,yes,temporal_bank_reader,no,none,val overall=0.8643 fq_acc=0.7239 fq_route=0.9364 fq_exit=120.73; base overall=0.8763 fq_acc=0.7460 fq_route=0.9398 fq_exit=121.45,pending,"Matched sparse exit sampling loses to contiguous 15046 on both final-query accuracy and route fidelity, supporting a real contiguous-slab advantage on strong-source 1874.",21825,719,0.056,1
hard_st_b_v2_teacher1874_factorized_sink_query_gated_payloadaux_seed15037_rerun1,B,fruitful,Exact same-seed rerun for the strongest factorized 1874 auxiliary variant tests whether the small held-confirm edge is stable,1874,15037,base+full_locked+finalquery_heavy,rerun_complete,34802cf,,final_sink_state,no,no_route_control,yes,factorized_reader+payload_aux,no,none,Exact rerun match: val overall=0.9966 fq_acc=0.9940 fq_route=0.9464 fq_exit=121.79; base overall=0.9961 fq_acc=0.9920 fq_route=0.9412 fq_exit=121.83,exact_rerun_match,"15037_rerun1 matched the original 15037 run bit-for-bit at the selected checkpoint, confirming that the payload-aux branch is stable but still ceiling-preserving.",71480,719,0.055,1
hard_st_b_v2_teacher1874_temporalbank_sinkpacket_queryfilm_exit_noroute_seed15049_p1,A,fruitful,No-route control for the sink+packet Query-FILM bank tests whether any remaining gain comes from route traces or just temporal addressing capacity,1874,15049,base+full_locked+finalquery_heavy,scout_complete,769f3a3,,exit_anchored_sink_window+packet_window,yes,route_blind,yes,temporal_bank_reader,no,none,val overall=0.9771 fq_acc=0.9603 fq_route=0.9374 fq_exit=120.93; base overall=0.9818 fq_acc=0.9652 fq_route=0.9452 fq_exit=121.87,pending,"The route-blind Query-FILM bank substantially outperformed the route-conditioned 15025 variant, so route-trace features are not helping this family and may actively interfere with temporal addressing.",70841,719,0.055,1
hard_st_b_v2_teacher1821_temporalwindow_contiguous_exit_12_seed15050_p1,C,fruitful,Matched contiguous exit-anchored 1821 sink bank tests whether the sparse 1821 control underestimates slab-localized content,1821,15050,base+full_locked+finalquery_heavy,scout_complete,769f3a3,,exit_anchored_sink_window_w12,yes,exit_time+delay_fraction,yes,temporal_bank_reader,no,none,val overall=0.6396 fq_acc=0.2929 fq_route=0.9245 fq_exit=122.71; base overall=0.6410 fq_acc=0.2941 fq_route=0.9098 fq_exit=121.52,pending,"Matched contiguous 1821 sink window stays near the weak sparse 15047 regime and far below the stronger factorized 1821 readers, so the contiguous-slab advantage does not transfer to this medium source.",21565,647,0.056,1
hard_st_b_v2_teacher1874_temporalbank_sinkreadout_bilinear_exit_routehist_seed15051_p1,A,fruitful,Bilinear mixed-bank retrieval tests whether multiplicative query-bank matching beats additive temporal scoring on 1874,1874,15051,base+full_locked+finalquery_heavy,confirm_complete,769f3a3,,exit_anchored_sink_window+readout_window,yes,exit_time+action_histogram,yes,temporal_bank_reader,no,none,val overall=0.9839 fq_acc=0.9672 fq_route=0.9374 fq_exit=120.94; base overall=0.9850 fq_acc=0.9699 fq_route=0.9505 fq_exit=122.40; confirm full_locked=0.6494/0.3159/0.8771/115.49 finalquery_heavy=0.4482/0.3122/0.8801/115.84 longdistance=0.5112/0.3022/0.8843/145.39,confirm_complete,"Exact rerun and locked confirm both held, but the bilinear reader still lands on the established strong-source held-confirm ceiling rather than breaking out of it.",54721,719,0.056,1
hard_st_b_v2_teacher1874_temporalbank_sinkreadout_bilinear_exit_noroute_seed15052_p1,A,fruitful,No-route control for bilinear mixed-bank retrieval tests whether the bilinear scorer itself helps beyond route-trace conditioning,1874,15052,base+full_locked+finalquery_heavy,scout_complete,769f3a3,,exit_anchored_sink_window+readout_window,yes,route_blind,yes,temporal_bank_reader,no,none,val overall=0.9775 fq_acc=0.9742 fq_route=0.9484 fq_exit=122.30; base overall=0.9749 fq_acc=0.9666 fq_route=0.9452 fq_exit=121.64,pending,"Route traces give the bilinear family only a small edge over the simpler no-route control, so the main gain comes from the bilinear temporal-bank scorer rather than route conditioning.",54073,719,0.056,1
hard_st_b_v2_teacher1874_temporalbank_sinkreadout_bilinear_exit_routehist_seed15051_rerun1,A,fruitful,Exact same-seed rerun for the strongest bilinear mixed-bank 1874 variant tests whether the new multiplicative reader is stable enough for confirm budget,1874,15051,base+full_locked+finalquery_heavy,rerun_complete,2c16e62,,exit_anchored_sink_window+readout_window,yes,exit_time+action_histogram,yes,temporal_bank_reader,no,none,Exact rerun match: val overall=0.9839 fq_acc=0.9672 fq_route=0.9374 fq_exit=120.94; base overall=0.9850 fq_acc=0.9699 fq_route=0.9505 fq_exit=122.40,exact_rerun_match,"15051_rerun1 matched the original bilinear mixed-bank run bit-for-bit, so the family is stable but still ceiling-limited on held confirms.",54721,719,0.056,1
hard_st_b_v2_teacher1874_temporalbank_sinkreadout_latentpool_exit_routehist_seed15053_p1,A,fruitful,Latent-pool temporal bank reader tests a lightweight Perceiver-style aggregation over frozen sink+readout trajectories on 1874,1874,15053,base+full_locked+finalquery_heavy,scout_complete,68c8b5c,,exit_anchored_sink_window+readout_window,yes,exit_time+action_histogram,yes,temporal_bank_reader,no,none,val overall=0.9746 fq_acc=0.9662 fq_route=0.9533 fq_exit=122.46; base overall=0.9798 fq_acc=0.9686 fq_route=0.9539 fq_exit=122.64,pending,"Route-conditioned latent-pool improves route fidelity slightly over the no-route control, but does not win on final-query accuracy, so route features still look secondary to the bank reader itself.",171072,719,0.055,1
hard_st_b_v2_teacher1874_temporalbank_sinkreadout_latentpool_exit_noroute_seed15054_p1,A,fruitful,No-route control for the latent-pool temporal bank reader tests whether any latent-reader gain comes from route traces or the bank aggregator itself,1874,15054,base+full_locked+finalquery_heavy,confirm_complete,68c8b5c,,exit_anchored_sink_window+readout_window,yes,route_blind,yes,temporal_bank_reader,no,none,val overall=0.9585 fq_acc=0.9752 fq_route=0.9384 fq_exit=121.38; base overall=0.9528 fq_acc=0.9726 fq_route=0.9492 fq_exit=122.38; confirm full_locked=0.6487/0.3144/0.8771/115.49 finalquery_heavy=0.4470/0.3107/0.8801/115.84 longdistance=0.5103/0.3008/0.8843/145.39,confirm_complete,"Exact rerun and locked confirm both held, but the no-route latent-pool reader still lands on the same strong-source held-confirm ceiling as the other headline families.",170424,719,0.055,1
hard_st_b_v2_teacher1874_temporalbank_sinkreadout_latentpool_exit_noroute_seed15054_rerun1,A,fruitful,Exact same-seed rerun for the strongest content-side latent-pool reader tests whether the no-route latent bank is stable enough for confirm budget,1874,15054,base+full_locked+finalquery_heavy,rerun_complete,3e370d5,,exit_anchored_sink_window+readout_window,yes,route_blind,yes,temporal_bank_reader,no,none,Exact rerun match: val overall=0.9585 fq_acc=0.9752 fq_route=0.9384 fq_exit=121.38; base overall=0.9528 fq_acc=0.9726 fq_route=0.9492 fq_exit=122.38,exact_rerun_match,"15054_rerun1 matched the original no-route latent-pool run bit-for-bit, making the family a stable near-ceiling result rather than a one-seed outlier.",170424,719,0.055,1
hard_st_b_v2_teacher1874_temporalbank_sinkreadout_latentpool4_exit_routehist_seed15055_p1,A,fruitful,Four-slot latent-pool reader tests whether a slightly larger learned latent bank improves route-conditioned trajectory aggregation on 1874,1874,15055,base+full_locked+finalquery_heavy,scout_complete,0b3ab27,,exit_anchored_sink_window+readout_window,yes,exit_time+action_histogram,yes,temporal_bank_reader,no,none,val overall=0.9849 fq_acc=0.9762 fq_route=0.9593 fq_exit=122.92; base overall=0.9808 fq_acc=0.9646 fq_route=0.9439 fq_exit=121.78,pending,"Four latent slots improved route-heavy validation behavior, but the no-route companion 15056 won cleanly on base final-query accuracy, so 15055 is not the primary promotion target.",171328,719,0.056,1
hard_st_b_v2_teacher1874_temporalbank_sinkreadout_latentpool4_exit_noroute_seed15056_p1,A,fruitful,Four-slot no-route latent-pool reader tests whether extra latent capacity helps content extraction without route traces on 1874,1874,15056,base+full_locked+finalquery_heavy,confirm_complete,0b3ab27,,exit_anchored_sink_window+readout_window,yes,route_blind,yes,temporal_bank_reader,no,none,val overall=0.9565 fq_acc=0.9811 fq_route=0.9414 fq_exit=121.60; base overall=0.9655 fq_acc=0.9846 fq_route=0.9492 fq_exit=122.55; confirm full_locked=0.6460/0.3092/0.8771/115.49 finalquery_heavy=0.4465/0.3101/0.8801/115.84 longdistance=0.5093/0.2994/0.8843/145.39,confirm_complete,"Four latent slots improved base content over the two-slot no-route latent reader, but locked confirm still landed on the same strong-source ceiling, so extra bank capacity alone is not enough.",170680,719,0.056,1
hard_st_b_v2_teacher1874_temporalbank_sinkreadout_latentpool4_exit_noroute_seed15056_rerun1,A,fruitful,Exact same-seed rerun for the strongest four-slot latent-pool no-route reader tests whether the capacity gain is stable enough for confirm budget,1874,15056,base+full_locked+finalquery_heavy,rerun_complete,0b3ab27,,exit_anchored_sink_window+readout_window,yes,route_blind,yes,temporal_bank_reader,no,none,Selected-checkpoint metrics match the original exactly: val overall=0.9565 fq_acc=0.9811 fq_route=0.9414 fq_exit=121.60,exact_selected_metrics_match,The rerun reproduced the selected checkpoint metrics exactly; only run-local metadata such as path and timing differ across result directories.,170680,719,0.055,1
hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_noroute_seed15057_p1,B,fruitful,No-route temporal factorized bilinear reader tests whether multiplicative content/query fusion works better once route traces are removed,1874,15057,base+full_locked+finalquery_heavy,confirm_complete,d9604d2,,exit_anchored_sink_window+readout_window,yes,route_blind,yes,factorized_reader+trajectory_bank,no,none,val overall=0.9990 fq_acc=1.0000 fq_route=0.9424 fq_exit=121.69; base overall=0.9980 fq_acc=0.9973 fq_route=0.9378 fq_exit=120.98; confirm full_locked=0.6462/0.3097/0.8771/115.49 finalquery_heavy=0.4465/0.3101/0.8801/115.84 longdistance=0.5093/0.2994/0.8843/145.39,confirm_complete,"The bilinear no-route temporal factorized reader is now a real mapped result: it is the strongest 1874 base-side factorized branch so far, but its locked confirm still lands on the old strong-source ceiling while the exact rerun finishes.",2155113,719,0.056,1
hard_st_b_v2_teacher1874_factorized_temporalbank_query_bilinear_noroute_seed15057_rerun1,B,fruitful,Exact same-seed rerun for the strongest no-route temporal factorized bilinear reader tests whether the base-side gain is stable enough for confirmation budget,1874,15057,base+full_locked+finalquery_heavy,rerun_complete,d9604d2,,exit_anchored_sink_window+readout_window,yes,route_blind,yes,factorized_reader+trajectory_bank,no,none,Selected-checkpoint metrics match the original exactly: val overall=0.9990 fq_acc=1.0000 fq_route=0.9424 fq_exit=121.69; base overall=0.9980 fq_acc=0.9973 fq_route=0.9378 fq_exit=120.98,exact_selected_metrics_match,"The exact rerun reproduced the original selected checkpoint metrics bit-for-bit, so the no-route temporal bilinear boundary is stable enough for further promotion decisions.",2155113,719,0.057,1
